706106,粤GM124O,大型汽车,黑底白字,斯卡达,灰,2015-09-19 14:51:03,kk46062,,112.883803_23.007345
792761,粤D4031U,小型汽车,红黑字,丰田,白,2015-02-14 14:42:06,kk687478,,116.153035_24.194515
685515,粤D34Y3T,大型汽车,红黑字,丰田,灰,2017-06-26 17:39:33,kk41709,,112.405881_23.656955
800469,粤EY40GN,警用汽车,黑底白字,五菱,黑,2016-12-22 16:47:14,kk938488,,116.823595_25.345759
574183,粤D1Q134,大型汽车,红黑字,本田,黑,2015-05-23 07:13:06,kk147849,,111.813866_24.136347
339407,粤A012AR,警用汽车,蓝底白字,斯卡达,红,2017-10-06 14:12:41,kk885081,,116.355617_23.333484
792668,粤BCT4L2,警用汽车,黄底黑字,斯卡达,白,2017-12-28 08:00:23,kk619551,,114.242916_24.956362
328896,粤F1L4N1,教练车,蓝底白字,斯卡达,蓝,2015-10-06 02:58:00,kk534111,,111.584094_23.269050
128609,粤BX3D4E,教练车,黑底白字,本田,白,2015-05-18 13:52:27,kk568715,,116.116052_25.134126
774794,粤D04101,大型汽车,红黑字,丰田,红,2015-06-16 19:33:56,kk100026,,115.988606_24.281258
420225,粤C3OBOV,教练车,黄底黑字,大众,白,2015-08-24 04:57:33,kk971181,,115.026944_24.974667
291716,粤H0X24H,大型汽车,黑底白字,起亚,灰,2016-07-04 13:03:51,kk660840,,114.819958_23.829043
686813,粤A41FBS,教练车,红黑字,五菱,红,2015-04-04 17:50:17,kk537342,,115.678143_22.632026
639428,粤C2QO22,小型汽车,红黑字,本田,黑,2017-07-16 22:24:38,kk504853,,116.917529_24.209753
406652,粤B0PK0T,小型汽车,红黑字,五菱,灰,2017-01-17 18:32:19,kk28430,,112.449945_25.424508
316824,粤DT314H,教练车,蓝底白字,起亚,白,2015-04-13 00:24:03,kk918999,,116.403511_24.903899
983927,粤D3XWEZ,教练车,蓝底白字,丰田,红,2017-04-02 04:39:48,kk398352,,116.739680_24.147035
181081,粤H2QZQ2,小型汽车,蓝底白字,本田,灰,2015-10-14 11:53:37,kk636557,,113.106304_23.515798
338730,粤G1N23B,大型汽车,黄底黑字,斯卡达,白,2015-03-18 05:53:18,kk103615,,113.229976_24.362218
587227,粤AOCRSJ,小型汽车,红黑字,起亚,蓝,2015-02-26 20:18:23,kk757864,,111.365674_25.492242
498891,粤G2P124,大型汽车,黄底黑字,斯卡达,灰,2017-01-06 17:55:26,kk305526,,113.609844_24.054856
201183,粤CK04O2,警用汽车,黑底白字,斯卡达,灰,2017-09-22 01:30:26,kk508958,,113.461849_23.030362
330526,粤DIZL01,警用汽车,蓝底白字,起亚,蓝,2017-06-11 09:11:14,kk795618,,113.737246_24.721135
375369,粤F31JEI,大型汽车,红黑字,起亚,灰,2017-05-09 05:06:25,kk225366,,115.075540_23.776125
317482,粤B30320,教练车,红黑字,丰田,黑,2015-05-19 12:34:51,kk210674,,116.248712_23.583858
122023,粤G3FXVD,警用汽车,黑底白字,大众,蓝,2016-08-17 02:54:57,kk252473,,111.502804_23.563322
549825,粤C13O3S,小型汽车,蓝底白字,斯卡达,蓝,2017-08-28 11:45:25,kk353772,,115.525759_25.064481
969395,粤C03B0M,警用汽车,红黑字,丰田,红,2016-02-30 19:37:55,kk703851,,112.981779_24.481937
331528,粤CF02Y4,警用汽车,蓝底白字,起亚,灰,2016-10-05 15:25:57,kk687756,,115.202783_23.687902
235973,粤F1T30F,小型汽车,蓝底白字,本田,黑,2015-10-16 00:15:20,kk268966,,115.653946_23.917976
67521,粤D4EJ14,警用汽车,蓝底白字,丰田,白,2017-03-01 22:14:18,kk317537,,113.631719_24.953259
507893,粤G2V2BC,大型汽车,蓝底白字,五菱,灰,2017-10-06 06:05:38,kk511677,,112.413932_23.533293
340253,粤E3L032,警用汽车,红黑字,大众,白,2015-08-14 19:39:34,kk27631,,112.678314_24.954460
354689,粤ERP42U,大型汽车,红黑字,斯卡达,黑,2016-04-13 17:07:44,kk350914,,116.828185_24.188898
335922,粤BE40MH,大型汽车,蓝底白字,斯卡达,白,2015-05-22 01:01:23,kk191339,,111.922991_22.758052
568549,粤BG1J12,小型汽车,黑底白字,丰田,红,2017-09-13 15:51:00,kk664962,,115.544545_24.388094
30536,粤DV0A32,大型汽车,红黑字,大众,白,2015-02-19 13:42:07,kk617975,,116.983471_23.693818
462216,粤E0IKX3,教练车,黑底白字,斯卡达,黑,2015-02-06 15:12:26,kk210738,,114.900755_22.624846
795955,粤AAAG13,教练车,黄底黑字,起亚,黑,2015-11-28 03:53:40,kk654557,,115.146229_25.348018
10709,粤GRHYN4,大型汽车,红黑字,斯卡达,蓝,2017-07-08 13:55:41,kk299488,,111.256960_24.770212
336071,粤C4I000,教练车,黄底黑字,起亚,白,2016-12-12 13:48:31,kk108348,,115.149143_23.642635
872003,粤H32T00,小型汽车,红黑字,斯卡达,白,2016-09-18 00:22:05,kk920286,,112.254682_25.490016
113285,粤A120NE,教练车,蓝底白字,起亚,红,2017-09-05 22:54:09,kk806676,,112.481506_23.316185
571842,粤B42SQ2,警用汽车,黑底白字,大众,黑,2015-08-19 07:26:31,kk252766,,112.576458_23.126417
675435,粤EQT3NE,小型汽车,蓝底白字,五菱,蓝,2015-12-01 12:52:45,kk860421,,115.549305_22.920444
387822,粤AZ1012,小型汽车,黑底白字,丰田,蓝,2017-10-04 15:51:43,kk760472,,112.903075_23.582749
543332,粤B2E0Q1,警用汽车,黄底黑字,本田,蓝,2017-05-19 08:31:21,kk947587,,114.805684_22.927945
717916,粤EHGFII,警用汽车,黄底黑字,本田,红,2017-02-16 14:55:19,kk306251,,112.300268_25.375265
569061,粤G3S00I,大型汽车,黑底白字,丰田,黑,2017-06-26 01:03:31,kk183358,,115.384672_22.579972
968591,粤FM4J30,小型汽车,蓝底白字,大众,黑,2017-06-16 13:05:45,kk981074,,112.378426_23.608853
925199,粤D301M4,警用汽车,黄底黑字,五菱,灰,2015-04-17 11:30:35,kk393048,,112.376131_22.677720
247672,粤HVTL1W,警用汽车,红黑字,斯卡达,红,2016-02-21 04:49:48,kk587717,,113.810566_23.545483
135118,粤C2O3GB,小型汽车,红黑字,起亚,黑,2017-12-08 18:11:11,kk854353,,114.470185_25.359077
397110,粤C32401,小型汽车,蓝底白字,斯卡达,红,2015-04-01 09:11:23,kk970683,,116.894439_25.284242
804506,粤B3BSF1,警用汽车,黑底白字,五菱,灰,2015-10-01 02:29:00,kk825302,,115.842828_22.650950
150812,粤B4X0U2,小型汽车,黑底白字,丰田,蓝,2016-03-09 12:17:44,kk633789,,115.629921_25.531794
964298,粤CUT1L1,大型汽车,黑底白字,丰田,红,2016-10-26 13:36:09,kk424328,,113.125084_23.139428
452693,粤HU0O21,大型汽车,红黑字,丰田,灰,2015-08-09 16:23:46,kk336816,,111.807370_23.394852
185129,粤FW3Y02,大型汽车,红黑字,五菱,蓝,2016-04-18 14:09:52,kk678849,,111.756892_23.340259
220090,粤HM1EQB,大型汽车,黄底黑字,丰田,灰,2017-06-19 12:49:05,kk612629,,111.920439_23.853168
873509,粤AA3DCT,小型汽车,蓝底白字,起亚,蓝,2015-12-15 19:18:48,kk808780,,114.899311_25.432286
87719,粤C04O1S,教练车,蓝底白字,本田,红,2015-10-23 09:47:42,kk396178,,112.665255_24.349753
409844,粤EI1M13,教练车,黑底白字,大众,红,2015-10-05 17:19:32,kk61372,,113.255352_24.379873
917308,粤CJ3Y13,教练车,黑底白字,大众,红,2017-08-26 06:31:36,kk206778,,111.888573_24.497711
38475,粤H4EU1Q,教练车,红黑字,本田,白,2016-05-03 09:35:31,kk663789,,113.402492_22.755804
108077,粤HL04HV,小型汽车,红黑字,丰田,蓝,2015-09-09 01:55:12,kk575083,,112.241285_24.907125
669885,粤H1XP10,大型汽车,黑底白字,本田,黑,2015-11-04 15:06:43,kk709828,,113.394479_24.693158
993219,粤FHJ4HS,小型汽车,黑底白字,起亚,红,2016-12-27 08:46:16,kk656156,,115.894339_23.739180
5237,粤B2310S,教练车,黑底白字,五菱,蓝,2016-03-03 20:24:51,kk47185,,113.588901_23.926512
857526,粤D1PQG0,警用汽车,黄底黑字,本田,白,2016-09-03 17:41:52,kk220034,,116.079005_23.331835
643393,粤ANXO02,小型汽车,黑底白字,本田,灰,2016-03-14 22:49:14,kk481684,,115.887578_25.548131
361339,粤E2I13I,警用汽车,蓝底白字,大众,白,2017-06-23 12:58:00,kk461216,,116.390129_24.112010
80568,粤CT2ZN4,大型汽车,蓝底白字,五菱,灰,2015-02-19 02:11:52,kk864861,,113.449286_25.252588
405956,粤F41K4A,小型汽车,黑底白字,起亚,黑,2016-11-01 15:26:14,kk318453,,115.489156_22.623219
762789,粤AK413S,教练车,黄底黑字,丰田,黑,2016-09-25 10:32:53,kk881318,,115.882774_23.067166
725663,粤C313UN,小型汽车,黄底黑字,五菱,蓝,2017-07-19 17:27:45,kk246262,,114.803220_25.265555
601291,粤D4CCBM,大型汽车,蓝底白字,斯卡达,蓝,2017-07-24 08:59:21,kk602254,,114.234746_23.743960
741557,粤HC31FD,警用汽车,蓝底白字,丰田,灰,2016-11-19 05:10:29,kk629573,,113.514773_24.318187
611039,粤C24ULX,小型汽车,红黑字,丰田,黑,2015-06-18 03:34:45,kk121572,,116.677753_24.572805
462285,粤CKBXKN,小型汽车,黑底白字,大众,灰,2015-06-01 21:40:11,kk282906,,115.856447_24.079516
582499,粤CANB03,警用汽车,黄底黑字,大众,黑,2016-09-08 06:11:17,kk840976,,114.783185_25.008629
466897,粤C3AV0K,大型汽车,黑底白字,本田,白,2016-09-02 10:29:38,kk725486,,112.043639_23.333732
946836,粤E342S3,大型汽车,黄底黑字,本田,蓝,2016-04-03 03:28:59,kk220461,,114.246283_24.490427
254928,粤HXO0NN,大型汽车,黑底白字,丰田,灰,2015-10-26 20:34:11,kk173705,,114.136857_25.535385
244689,粤CM013I,大型汽车,黑底白字,丰田,黑,2016-07-01 08:52:28,kk60601,,116.606033_23.412188
498901,粤H310YA,小型汽车,红黑字,起亚,蓝,2015-02-03 11:12:28,kk442340,,116.345414_23.282110
858678,粤FP4R0V,大型汽车,红黑字,五菱,灰,2016-11-05 11:31:29,kk633042,,111.777762_25.015159
984378,粤B01VU1,教练车,蓝底白字,大众,红,2016-10-28 18:55:29,kk195929,,111.417889_23.982530
919798,粤EM2312,教练车,黑底白字,本田,黑,2015-09-15 07:07:20,kk225611,,113.077545_24.759317
272740,粤F30YL2,教练车,蓝底白字,丰田,灰,2017-02-06 13:40:25,kk241705,,112.603996_22.928075
547861,粤AJYI0B,大型汽车,黑底白字,本田,白,2017-11-06 20:05:26,kk918435,,113.876408_25.304845
371827,粤D2G3ZO,小型汽车,红黑字,大众,黑,2015-04-27 06:45:16,kk805509,,114.381672_25.057650
836142,粤C34A10,警用汽车,红黑字,斯卡达,白,2015-08-21 00:30:16,kk657495,,113.080076_23.300068
949625,粤FXBIPD,小型汽车,黑底白字,丰田,蓝,2016-02-25 02:51:56,kk982079,,116.189901_23.118794
240374,粤DTX2OO,小型汽车,红黑字,起亚,黑,2016-02-10 20:54:58,kk942001,,115.229896_25.539921
876120,粤BR0122,教练车,红黑字,本田,红,2016-12-18 08:56:35,kk801121,,115.703423_23.050179
282269,粤BZHY3C,小型汽车,黑底白字,大众,蓝,2015-07-14 15:02:49,kk692008,,113.208371_24.247856
128509,粤GZBS43,教练车,黑底白字,起亚,红,2015-10-08 07:16:31,kk600568,,115.916802_22.794214
727700,粤CJ3JWG,警用汽车,蓝底白字,起亚,灰,2016-05-27 11:13:35,kk112679,,116.329065_23.427217
344904,粤ATK331,教练车,红黑字,五菱,黑,2017-03-29 21:19:56,kk648442,,114.775252_24.900549
